title,description,regular_cost_ex_gst,regular_cost_plus_gst,markdown_cost_ex_gst,markdown_cost_plus_gst,markdown_percent,stock_availability,product_page_url,primary_image_url,additional_image_urls,source_table_page,checked_at_utc,scrape_status
Marco Coralline Shelf BOXED 18kg,Boxed in 18kg cartons. The biggest seller for marine across the USA and Europe,352.45,387.70,299.58,329.54,15.00,,https://daluawholesale.com.au/product/marco-coralline-shelf-boxed-18kg/,https://daluawholesale.com.au/wp-content/uploads/2025/04/coralline_shelf_purple_rock.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.290746+00:00,ok
Marco Coralline Foundation BOXED 18kg,Boxed in 18kg cartons. The biggest seller for marine across the USA and Europe,286.65,315.32,229.34,252.27,19.99,,https://daluawholesale.com.au/product/marco-coralline-foundation-boxed-18kg/,https://daluawholesale.com.au/wp-content/uploads/2025/04/coralline-foundation-rock-purple.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.290876+00:00,ok
Marco Coralline Base BOXED 18kg,Boxed in 18kg cartons. The biggest seller for marine across the USA and Europe,222.75,245.03,189.34,208.27,15.00,,https://daluawholesale.com.au/product/marco-coralline-base-boxed-18kg/,https://daluawholesale.com.au/wp-content/uploads/2025/04/coralline-base-rock-purple.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.290999+00:00,ok
WIO McDonald Lake *BOULDER* Mega Box Set 22kg,Available per bag. BOULDER ROUNDED SHAPE. A colourful stone that brings a unique riverbed impression to your aquarium or terrarium. Mixed pieces from 10cm to 30cm. Barcoded and labelled.,153.31,168.64,114.98,126.48,25.00,,https://daluawholesale.com.au/product/wio-mcdonald-lake-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_8ae64e6e928a45d4b4f5d0be60f16472mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.291118+00:00,ok
WIO Inferno Rocks *BOULDER* Mega Box Set 22kg,"Available per bag. BOULDER ROUNDED SHAPE. Terracotta reddish hues and angular surfaces. It’s ideal for crafting landscapes that require a bold, high-impact composition in aquariums. Mixed pieces from 10cm to 30cm. Barcoded and labelled.",153.31,168.64,114.98,126.48,25.00,,https://daluawholesale.com.au/product/wio-inferno-rocks-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_ebf504b6605f446687875cc96e22e691mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.291243+00:00,ok
WIO Bumblebee Stone  *BOULDER* Mega Box Set 22kg,Available per bag. ROUNDED BOULDER STYLE. Distinctive texture and warm golden hues. Mixed pieces ranging from 10cm to 30cm. Barcoded and labelled.,153.31,168.64,114.98,126.48,25.00,,https://daluawholesale.com.au/product/wio-bumblebee-stone-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_04a26901e6d8410e8a7930a25a459a46mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.291361+00:00,ok
WIO Druid Boulder *BOULDER* Mega Box Set 22kg,"Available per bag. ROUNDED BOULDER STYLE. A textured and dark, perfect for creating an aged look. Barcoded and labelled.",153.31,168.64,114.98,126.48,25.00,,https://daluawholesale.com.au/product/wio-druid-boulder-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_9b936c9e03d3428fafe13bc2669a3a1emv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.291478+00:00,ok
WIO White Adder *BOULDER* Mega Box Set 22kg,"Available per bag. ROUNDED BOULDER STYLE. An extremely rich texture and pale color gradients, giving it the appearance of a whitish-cream hakkai stone. Barcoded and labelled.",153.31,168.64,114.98,126.48,25.00,,https://daluawholesale.com.au/product/wio-white-adder-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_2a10c42d152c46e3849ef7c460b814d9mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.291595+00:00,ok
WIO Black Venom Rocks *BOULDER* Mega Box Set 22kg,"Available per bag. A smooth, BOULDER ROUNDED black-glazed surface and maze-like texture. Mixed pieces ranging from 10cm to 30cm. Barcoded and labelled.",153.31,168.64,114.98,126.48,25.00,,https://daluawholesale.com.au/product/wio-black-venom-rocks-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_cd37779116fb4d9ab2c7d70ba95ab721mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.291738+00:00,ok
WIO Web Stone Mega Box Set *LIGHT WEIGHT* 12kg,"Available per bag. A unique and beautiful stone with a spongy spider web-like surface, warm brown color with red and green tones. Mixed pieces ranging from 10cm to 30cm. Barcoded and labelled.",153.31,168.64,114.98,126.48,25.00,,https://daluawholesale.com.au/product/wio-web-stone-mega-box-set-12kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_5d8bc39e4a8640bb8117be8e0c31c31fmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.291852+00:00,ok
WIO Bumblebee Stone Mega Box Set 22kg,Available per bag. Distinctive texture and warm golden hues. Mixed pieces ranging from 10cm to 30cm. Barcoded and labelled.,153.31,168.64,114.98,126.48,25.00,,https://daluawholesale.com.au/product/wio-bumblebee-stone-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/b49c6f_8d6f5ecdedac4f719fbac689ee61057bmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.291958+00:00,ok
WIO Grey Fossil Wood Rocks Mega Box Set 22kg,Available per bag. metallic grey stone that resembles Fossil Wood in shape and texture but in grey color. Mixed pieces ranging from 10cm to 30cm. Barcoded and labelled.,153.31,168.64,114.98,126.48,25.00,,https://daluawholesale.com.au/product/wio-grey-fossil-wood-rocks-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/b49c6f_bb52c7affeb441e897a7adb265fe6272mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.292066+00:00,ok
WIO Black Venom Rocks Mega Box Set 22kg,"Available per bag. A smooth, black-glazed surface and maze-like texture. Mixed pieces ranging from 10cm to 30cm. Barcoded and labelled.",153.31,168.64,114.98,126.48,25.00,,https://daluawholesale.com.au/product/wio-black-venom-rocks-mega-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/b49c6f_f509c3808f304ca5b40801cd583efa5emv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.292172+00:00,ok
WIO Red Lava *LIGHTWEIGHT* Rocks Mega Box Set 12kg,Available per bag. **SUPER LIGHT WEIGHT** Reddish earthy lava stone with unique forms. Mixed pieces from 10cm to 30cm. Barcoded and labelled.,153.31,168.64,114.98,126.48,25.00,,https://daluawholesale.com.au/product/wio-wild-red-lava-mega-box-set-12kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_b1ee0214a61f437495e02cfc65eeb0f9mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.292408+00:00,ok
WIO Inferno Rocks Mega Box Set 20kg,"Available per bag. terracotta reddish hues and angular surfaces, it’s ideal for crafting landscapes that require a bold, high-impact composition in aquariums. Mixed pieces from 10cm to 30cm. Barcoded and labelled.",153.31,168.64,114.98,126.48,25.00,,https://daluawholesale.com.au/product/wio-inferno-mega-rocks-set-20kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_0f69c6341a6d419e931c151df2018b0cmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.292532+00:00,ok
WIO Inferno Nano *Boulder* Rocks 2kg,Available per bag. A pinkish-red sedimentary stone with a marbled surface and small white and pink flecks. Barcoded and labelled.,16.35,17.99,12.26,13.49,25.02,,https://daluawholesale.com.au/product/wio-inferno-nano-boulder-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_2aac3674e8724911906fbdb49a6837e6mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.292663+00:00,ok
WIO Black Venom Nano *Boulder* Rocks 2kg,"Available per bag. A smooth, black-glazed surface and maze-like texture. Barcoded and labelled.",16.35,17.99,12.26,13.49,25.02,,https://daluawholesale.com.au/product/wio-black-venom-nano-boulder-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_be15efb1483947fd9054ee00de1f71b8mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.292779+00:00,ok
WIO White Adder Nano *Boulder* Rocks 2kg,"Available per bag. A small river boulder with many holes, bringing a natural pale impression. Barcoded and labelled.",16.35,17.99,12.26,13.49,25.02,,https://daluawholesale.com.au/product/wio-white-adder-nano-boulder-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_ae508e13f76840cda9bcaf44133f31ddmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.292893+00:00,ok
WIO Druid Nano *Boulder* Rocks 1.5kg,"Available per bag. A solid presence and worn features, they add a hint of the primordial. Barcoded and labelled.",16.35,17.99,12.26,13.49,25.02,,https://daluawholesale.com.au/product/wio-druid-nano-boulder-rocks-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_7c2e73eac2c1424f9dee229db31d0834mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.293000+00:00,ok
WIO Inferno Nano Stones 2kg,"2kg bag – A rich, terracotta and reddish hues and rugged texture. Barcoded and labelled.",16.35,17.99,12.26,13.49,25.02,,https://daluawholesale.com.au/product/wio-inferno-nano-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_6a0da298e8cc468da8e97acae8d44733mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.293109+00:00,ok
WIO Black Venom Nano Stones 2kg,2-kg bag – A striking black stone with a glazed surface that creates excellent color contrast. Barcoded and labelled.,16.35,17.99,12.26,13.49,25.02,,https://daluawholesale.com.au/product/wio-black-venom-nano-stones-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_1970fba70e1f49399464911c0f1cd87bmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.293224+00:00,ok
WIO Bumblebee Nano Stones 2kg,"2kg bag – Bumblebee Nano Stone brings layered texture and warm orange-brown tones to your scape,",16.35,17.99,12.26,13.49,25.02,,https://daluawholesale.com.au/product/wio-bumblebee-nano-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_c4c00d8d1a9245238d237fefeb68544amv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.293338+00:00,ok
WIO Jade Nano Rocks 2kg,"2kg bag – Rare and highly sought-after stone, metamorphic rock, unique texture with shades of green, sizes from 3 to 10 cm –",16.35,17.99,12.26,13.49,25.02,,https://daluawholesale.com.au/product/wio-jade-nano-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_9c4eec7332ac4729a0f6cbe4f1653abfmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.293454+00:00,ok
WIO Powervol 5kg,"Available per bag. 100% natural clay. 100% natural volcanic substrate offering easy topography creation, optimal root nourishment, and active bio-filtering. Labelled and barcoded.",28.71,31.58,21.53,23.68,25.01,,https://daluawholesale.com.au/product/wio-powervol-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_953a2ce7437543de9a22aafc8fda3137mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.293564+00:00,ok
WIO Powervol 2kg,"Available per bag. 100% natural clay. 100% natural volcanic substrate offering easy topography creation, optimal root nourishment, and active bio-filtering. Labelled and barcoded.",14.01,15.41,10.51,11.56,24.98,,https://daluawholesale.com.au/product/wio-powervol-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_953a2ce7437543de9a22aafc8fda3137mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.293694+00:00,ok
WIO Dark Artist Florabed 1.5kg,1.5kg Bag – Complete Nutrition Substrate: Provides a full spectrum of macro and microelements essential for thriving aquatic plants.,18.17,19.99,13.63,14.99,24.99,,https://daluawholesale.com.au/product/wio-dark-artist-florabed-set-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_3ca0b6f165f54263b697ea61ba1ffcbdmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.293810+00:00,ok
WIO Terra Artist Florabed *Fine* 3kg,"3kg Bag – ** fine substrate ** Porous clay substrate provides an ideal foundation for plant roots, promoting healthy growth while supplying a complete range of macro and microelements essential for long-term vitality.",36.63,40.29,27.47,30.22,25.01,,https://daluawholesale.com.au/product/wio-terra-artist-florabed-fine-3kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/terra-fine-soil.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.293927+00:00,ok
WIO Dark Artist Florabed 3kg,3kg Bag – Complete Nutrition Substrate: Provides a full spectrum of macro and microelements essential for thriving aquatic plants.,33.31,36.64,24.98,27.48,25.01,,https://daluawholesale.com.au/product/wio-dark-artist-wetland-6-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_3ca0b6f165f54263b697ea61ba1ffcbdmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.294040+00:00,ok
WIO Terra Artist Florabed 3kg,"3kg Bag -Porous clay substrate provides an ideal foundation for plant roots, promoting healthy growth while supplying a complete range of macro and microelements essential for long-term vitality.",33.31,36.64,24.98,27.48,25.01,,https://daluawholesale.com.au/product/wio-terra-artist-florabed-3kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_e3b5640610df4d22a1140bb3ed857778mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.294153+00:00,ok
WIO Terra Artist Florabed *Fine* 1.5kg,"1.5kg Bag – ** fine substrate ** Porous clay substrate provides an ideal foundation for plant roots, promoting healthy growth while supplying a complete range of macro and microelements essential for long-term vitality.",19.99,21.99,14.99,16.49,25.01,,https://daluawholesale.com.au/product/wio-terra-artist-florabed-fine-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/terra-fine-soil.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.294268+00:00,ok
WIO Terra Artist Florabed 1.5kg,"1.5kg Bag -Porous clay substrate provides an ideal foundation for plant roots, promoting healthy growth while supplying a complete range of macro and microelements essential for long-term vitality.",18.17,19.99,13.63,14.99,24.99,,https://daluawholesale.com.au/product/wio-terra-artist-florabed-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_e3b5640610df4d22a1140bb3ed857778mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.295022+00:00,ok
WIO Dark Artist Florabed *Fine* 1.5kg,1.5kg Bag – Complete Nutrition Substrate: Provides a full spectrum of macro and microelements essential for thriving aquatic plants.,19.99,21.99,14.99,16.49,25.01,,https://daluawholesale.com.au/product/wio-dark-artist-florabed-fine-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/dark-fine-soil.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.295172+00:00,ok
WIO Sticky Soil,"With Sticky Soil, you can build retaining walls, create landscape profiles, and unleash your creativity to design impressive landscapes on any surface.",36.38,40.02,,,,,https://daluawholesale.com.au/product/wio-sticky-soil/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_a1fdd1a10fef481b8fbc03c887486c8amv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.295293+00:00,ok
WIO Insula Pad M,The freedom to target plant growth anywhere without mixing cosmetic substrates and aqua soils. Labelled and barcoded.,27.27,30.00,20.45,22.50,25.01,,https://daluawholesale.com.au/product/wio-insula-pad-m/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_df32a7ad3836467c919e79e9c0f7e0d5mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.295407+00:00,ok
WIO Insula Pad S,The freedom to target plant growth anywhere without mixing cosmetic substrates and aqua soils. Labelled and barcoded.,24.24,26.66,18.18,20.00,25.00,,https://daluawholesale.com.au/product/wio-insula-pad-s/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_df32a7ad3836467c919e79e9c0f7e0d5mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.295518+00:00,ok
WIO Insula Pad XS,The freedom to target plant growth anywhere without mixing cosmetic substrates and aqua soils. Labelled and barcoded.,21.20,23.32,15.90,17.49,25.00,,https://daluawholesale.com.au/product/wio-insula-pad-xs/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_df32a7ad3836467c919e79e9c0f7e0d5mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.295646+00:00,ok
WIO Black Allure Riverbed 2kg,"2kg bag – Inspired by the rugged beauty of the Pyrenees Mountains, Black Allure Riverbed brings the power and serenity of alpine streams straight into your aquarium.",24.24,26.66,18.18,20.00,25.00,,https://daluawholesale.com.au/product/wio-black-allure-riverbed-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_f84a4f2da98e4f05b14d74f24d54f4b5mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.295774+00:00,ok
WIO Midnight Veil Riverbed 3kg,"3kg bag – Inspired by the rugged beauty of the Pyrenees Mountains, Black Allure Riverbed brings the power and serenity of alpine streams straight into your aquarium.",46.64,51.30,34.98,38.48,25.00,,https://daluawholesale.com.au/product/wio-midnight-veil-riverbed-3kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_ee4d980ea8d045cfa1947c3302052cfbmv2-1.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.295896+00:00,ok
WIO Red Dusk Riverbed 3kg,"3 kg Bag – Beyond its visual appeal, Red Dusk Riverbed is 100% inert, non-toxic, and safe for all aquatic life — from vibrant rainbowfish to delicate shrimp and plants.",46.64,51.30,34.98,38.48,25.00,,https://daluawholesale.com.au/product/wio-red-dusk-riverbed-3kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_6556c9e0198148c595a4dc658eb5513cmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.296017+00:00,ok
WIO Golden Hour Riverbed 5kg,"3kg bag – This beautiful substrate blends warm natural sand with soft grey pebbles and stones, echoing the look of a sunlit stream shaped by years of gentle water flow.",46.64,51.30,34.98,38.48,25.00,,https://daluawholesale.com.au/product/wio-golden-hour-riverbed-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/wio_riverbeds_elderly_detail.png,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.296135+00:00,ok
WIO Red Dusk Riverbed 1.5kg,"1.5kg Bag – Beyond its visual appeal, Red Dusk Riverbed is 100% inert, non-toxic, and safe for all aquatic life — from vibrant rainbowfish to delicate shrimp and plants.",24.24,26.66,18.18,20.00,25.00,,https://daluawholesale.com.au/product/wio-red-dusk-riverbed-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_6556c9e0198148c595a4dc658eb5513cmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.296250+00:00,ok
WIO Beck Riverbed 2kg,"Available per bag. Features a mix of textured stones, dark strips of bark, twigs, crushed leaves, and shells in subtle shades. Labelled and barcoded.",25.39,27.93,15.00,16.50,40.92,,https://daluawholesale.com.au/product/wio-beck-riverbed-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_4e020bb5f532490ca61a0a00b0a9202fmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.296361+00:00,ok
WIO Jade Bliss River Bed 2kg,"2kg bag – Jade Bliss Riverbed radiates with lush emerald tones, capturing the essence of a serene stream shimmering under dappled sunlight.",24.24,26.66,18.18,20.00,25.00,,https://daluawholesale.com.au/product/wio-jade-bliss-river-bed-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_f84a4f2da98e4f05b14d74f24d54f4b5mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.296486+00:00,ok
WIO Silver Shadow Gravel 2kg,Available per bag. 2cm to 5cm gun metal coloured mixed gravel. Labelled and barcoded.,15.75,17.33,11.81,12.99,25.02,,https://daluawholesale.com.au/product/wio-silver-shadow-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_ee4d980ea8d045cfa1947c3302052cfbmv2-1.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.296598+00:00,ok
WIO Black Venom Gravel 2kg,Available per bag. 2cm to 5cm dark black colored mixed gravel. Labelled and barcoded.,15.75,17.33,11.81,12.99,25.02,,https://daluawholesale.com.au/product/wio-black-venom-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_bf43ab151bf546fa8da2891a4613c629mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.296730+00:00,ok
WIO Inferno Gravel 2kg,Available per bag. 2cm to 5cm beige with pinkish hue colored mixed gravel. Labelled and barcoded.,15.75,17.33,11.81,12.99,25.02,,https://daluawholesale.com.au/product/wio-inferno-gravel-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_93be821cd4984056ae97564f58c4effamv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.296840+00:00,ok
WIO Bumblebee Gravel 2kg,Available per bag. 2cm to 5cm beige and pale brown colored mixed gravel. Labelled and barcoded.,15.75,17.33,11.81,12.99,25.02,,https://daluawholesale.com.au/product/wio-bumblebee-gravel-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_82097687758b43d99ed158f22178afe4mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.296950+00:00,ok
WIO Sable Gravel 2kg,Available per bag. 2cm to 5cm grey and silver mixed gravel. Labelled and barcoded.,15.75,17.33,11.81,12.99,25.02,,https://daluawholesale.com.au/product/wio-sable-gravel-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_171d2942d0154c2bb08be61e4098d2dbmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.297187+00:00,ok
WIO White Adder Gravel 2kg,"Available per bag. 2cm to 5cm beige, grey and pale yellow mixed gravel. Labelled and barcoded.",15.75,17.33,11.81,12.99,25.02,,https://daluawholesale.com.au/product/wio-white-adder-gravel-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_99020cf3be744e65aa4091e45303d086mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.297303+00:00,ok
WIO Stream Gravel 2kg,Available per bag. 2cm to 5cm beige mixed gravel. Labelled and barcoded.,15.75,17.33,11.81,12.99,25.02,,https://daluawholesale.com.au/product/wio-stream-gravel-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_67014b8f285f4940885e78dc9ee5edf1mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.297407+00:00,ok
WIO Noir Gravel 2kg,Available per bag. 2cm to 5cm dark grey gravel. Labelled and barcoded.,15.75,17.33,11.81,12.99,25.02,,https://daluawholesale.com.au/product/wio-noir-gravel-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_0056333e8d3847c7b6d93753ea84fb2amv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.297509+00:00,ok
WIO Heaven Sand 5kg,Available per bag. Unique white substrate/sand. fully barcoded and labelled.,26.64,29.30,19.98,21.98,25.00,,https://daluawholesale.com.au/product/wio-heaven-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_0e96b9f0750946fbb5f84a5d087a3af6mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.297610+00:00,ok
WIO Vik Iceland Sand 5kg,Available per bag. Unique black substrate/sand. fully barcoded and labelled.,26.64,29.30,19.98,21.98,25.00,,https://daluawholesale.com.au/product/wio-vik-iceland-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_f9a1bb24e78b48f0b3943894d1a647ebmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.297736+00:00,ok
WIO Tigris Sand 5kg,Available per bag. Unique beige substrate/sand. fully barcoded and labelled.,26.64,29.30,19.98,21.98,25.00,,https://daluawholesale.com.au/product/wio-tigris-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_af4459be5a154acca2eb9262355c3f16mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.297839+00:00,ok
WIO Canyon Sand 5kg,Available per bag. Unique brown substrate/sand. fully barcoded and labelled.,26.64,29.30,19.98,21.98,25.00,,https://daluawholesale.com.au/product/wio-canyon-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_e721d7b3d6294993baf2d9bdc072915amv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.297946+00:00,ok
WIO Emerald Sand 5kg,Available per bag. Unique grey substrate/sand. fully barcoded and labelled.,26.64,29.30,19.98,21.98,25.00,,https://daluawholesale.com.au/product/wio-emerald-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_fb8219dee0bf4aa4a898a01fe874d323mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.298048+00:00,ok
WIO Cimarron Sand 5kg,Available per bag. Unique brown and mixed white substrate/sand. fully barcoded and labelled.,26.64,29.30,19.98,21.98,25.00,,https://daluawholesale.com.au/product/wio-cimarron-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_bfdd147a31f74d7ea088cd8b69722904mv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.298149+00:00,ok
WIO Rocket Sand 5kg,Available per bag. Unique grey and silver substrate/sand. fully barcoded and labelled.,26.64,29.30,19.98,21.98,25.00,,https://daluawholesale.com.au/product/wio-rocket-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_b44ac5f2d430446494c0c2db88d209fbmv2.webp,,https://daluawholesale.com.au/wp-json/wc/store/v1/products,2026-08-30T12:25:55.298251+00:00,ok
