classification,match_score,dalua_title,dalua_cost_ex_gst,dalua_cost_plus_gst,dalua_markdown_ex_gst,dalua_markdown_plus_gst,dalua_product_url,dalua_image_url,shopify_title,shopify_product_url,shopify_retail_price,exclude_reason,review_note,qualification,qualification_reason,proposed_variant_family,variant_group_size
missing,0.806,Phat Pro Fertiliser 250ml,12.07,13.28,9.05,9.96,https://daluawholesale.com.au/product/phat-pro-fertiliser-250ml/,https://daluawholesale.com.au/wp-content/uploads/2025/04/phat-pro-250ml.png,Phat Pro Fertiliser 250ml 500ml 2.75L,https://nanotanksaustralia.com.au/products/phat-pro-fertiliser-250ml-500ml-2-75l,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,phat pro fertiliser,
missing,0.528,Marco Rocks Coralline Colorant 30ml,9.37,10.31,7.97,8.77,https://daluawholesale.com.au/product/marco-rocks-coralline-colorant-30ml/,https://daluawholesale.com.au/wp-content/uploads/2025/04/coralline-colorant-purple-colour.png,,,,,,marine_review,marine/reef range — strategic review,marco rocks coralline colorant,
missing,0.485,Marco Rocks Coralline Powder (purple),28.20,31.02,23.97,26.37,https://daluawholesale.com.au/product/marco-rocks-coralline-powder-purple/,https://daluawholesale.com.au/wp-content/uploads/2025/04/mr-powder-purple-2.png,,,,,,marine_review,marine/reef range — strategic review,marco rocks coralline powder,
missing,0.516,Marco Coralline Shelf BOXED 18kg,352.45,387.70,299.58,329.54,https://daluawholesale.com.au/product/marco-coralline-shelf-boxed-18kg/,https://daluawholesale.com.au/wp-content/uploads/2025/04/coralline_shelf_purple_rock.png,,,,,,marine_review,marine/reef range — strategic review,marco coralline shelf boxed,
missing,0.571,Marco Coralline Foundation BOXED 18kg,286.65,315.32,229.34,252.27,https://daluawholesale.com.au/product/marco-coralline-foundation-boxed-18kg/,https://daluawholesale.com.au/wp-content/uploads/2025/04/coralline-foundation-rock-purple.png,,,,,,marine_review,marine/reef range — strategic review,marco coralline foundation boxed,
missing,0.517,Marco Coralline Base BOXED 18kg,222.75,245.03,189.34,208.27,https://daluawholesale.com.au/product/marco-coralline-base-boxed-18kg/,https://daluawholesale.com.au/wp-content/uploads/2025/04/coralline-base-rock-purple.png,,,,,,marine_review,marine/reef range — strategic review,marco coralline base boxed,
missing,0.480,WIO McDonald Lake *BOULDER* Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-mcdonald-lake-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_8ae64e6e928a45d4b4f5d0be60f16472mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio mcdonald lake boulder mega box set,1
missing,0.537,WIO Inferno Rocks *BOULDER* Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-inferno-rocks-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_ebf504b6605f446687875cc96e22e691mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio inferno rocks boulder mega box set,1
missing,0.477,WIO Bumblebee Stone  *BOULDER* Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-bumblebee-stone-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_04a26901e6d8410e8a7930a25a459a46mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio bumblebee stone boulder mega box set,1
missing,0.533,WIO Druid Boulder *BOULDER* Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-druid-boulder-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_9b936c9e03d3428fafe13bc2669a3a1emv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio druid boulder boulder mega box set,1
missing,0.521,WIO White Adder *BOULDER* Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-white-adder-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_2a10c42d152c46e3849ef7c460b814d9mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio adder boulder mega box set,1
missing,0.507,WIO Black Venom Rocks *BOULDER* Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-black-venom-rocks-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_cd37779116fb4d9ab2c7d70ba95ab721mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio venom rocks boulder mega box set,1
missing,0.430,WIO Web Stone Mega Box Set *LIGHT WEIGHT* 12kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-web-stone-mega-box-set-12kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_5d8bc39e4a8640bb8117be8e0c31c31fmv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio web stone mega box set light weight,1
missing,0.493,WIO Bumblebee Stone Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-bumblebee-stone-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/b49c6f_8d6f5ecdedac4f719fbac689ee61057bmv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio bumblebee stone mega box set,1
missing,0.649,WIO Grey Fossil Wood Rocks Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-grey-fossil-wood-rocks-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/b49c6f_bb52c7affeb441e897a7adb265fe6272mv2.webp,WIO Grey Fossil Nano Stone 2kg,https://nanotanksaustralia.com.au/products/wio-grey-fossil-nano-stone-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio fossil wood rocks mega box set,
missing,0.571,WIO Black Venom Rocks Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-black-venom-rocks-mega-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/b49c6f_f509c3808f304ca5b40801cd583efa5emv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio venom rocks mega box set,1
missing,0.444,WIO Red Lava *LIGHTWEIGHT* Rocks Mega Box Set 12kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-wild-red-lava-mega-box-set-12kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_b1ee0214a61f437495e02cfc65eeb0f9mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio lava lightweight rocks mega box set,1
missing,0.610,WIO Inferno Rocks Mega Box Set 20kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-inferno-mega-rocks-set-20kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_0f69c6341a6d419e931c151df2018b0cmv2.webp,WIO Titan Nano Rocks 2kg,https://nanotanksaustralia.com.au/products/wio-titan-nano-rocks-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio inferno rocks mega box set,
missing,0.724,WIO Inferno Nano *Boulder* Rocks 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-inferno-nano-boulder-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_2aac3674e8724911906fbdb49a6837e6mv2.webp,WIO Titan Nano Rocks 2kg,https://nanotanksaustralia.com.au/products/wio-titan-nano-rocks-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio inferno nano boulder rocks,
missing,0.677,WIO Black Venom Nano *Boulder* Rocks 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-black-venom-nano-boulder-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_be15efb1483947fd9054ee00de1f71b8mv2.webp,WIO Titan Nano Rocks 2kg,https://nanotanksaustralia.com.au/products/wio-titan-nano-rocks-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio venom nano boulder rocks,
missing,0.710,WIO White Adder Nano *Boulder* Rocks 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-white-adder-nano-boulder-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_ae508e13f76840cda9bcaf44133f31ddmv2.webp,WIO Titan Nano Rocks 2kg,https://nanotanksaustralia.com.au/products/wio-titan-nano-rocks-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio adder nano boulder rocks,
missing,0.655,WIO Druid Nano *Boulder* Rocks 1.5kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-druid-nano-boulder-rocks-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_7c2e73eac2c1424f9dee229db31d0834mv2.webp,WIO Titan Nano Rocks 2kg,https://nanotanksaustralia.com.au/products/wio-titan-nano-rocks-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio druid nano boulder rocks,
missing,0.780,WIO Inferno Nano Stones 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-inferno-nano-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_6a0da298e8cc468da8e97acae8d44733mv2.webp,WIO Silver Shadow Nano Stone 2kg,https://nanotanksaustralia.com.au/products/wio-silver-shadow-nano-stone-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio inferno nano stones,
missing,0.730,WIO Black Venom Nano Stones 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-black-venom-nano-stones-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_1970fba70e1f49399464911c0f1cd87bmv2.webp,WIO Silver Shadow Nano Stone 2kg,https://nanotanksaustralia.com.au/products/wio-silver-shadow-nano-stone-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio venom nano stones,
missing,0.689,WIO Bumblebee Nano Stones 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-bumblebee-nano-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_c4c00d8d1a9245238d237fefeb68544amv2.webp,WIO Silver Shadow Nano Stone 2kg,https://nanotanksaustralia.com.au/products/wio-silver-shadow-nano-stone-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio bumblebee nano stones,
missing,0.500,WIO Powervol 5kg,28.71,31.58,21.53,23.68,https://daluawholesale.com.au/product/wio-powervol-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_953a2ce7437543de9a22aafc8fda3137mv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio powervol,2
missing,0.550,WIO Powervol 2kg,14.01,15.41,10.51,11.56,https://daluawholesale.com.au/product/wio-powervol-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_953a2ce7437543de9a22aafc8fda3137mv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio powervol,2
missing,0.500,WIO Dark Artist Florabed 1.5kg,18.17,19.99,13.63,14.99,https://daluawholesale.com.au/product/wio-dark-artist-florabed-set-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_3ca0b6f165f54263b697ea61ba1ffcbdmv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio dark artist florabed,2
missing,0.515,WIO Terra Artist Florabed *Fine* 3kg,36.63,40.29,27.47,30.22,https://daluawholesale.com.au/product/wio-terra-artist-florabed-fine-3kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/terra-fine-soil.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio terra artist florabed fine,2
missing,0.480,WIO Dark Artist Florabed 3kg,33.31,36.64,24.98,27.48,https://daluawholesale.com.au/product/wio-dark-artist-wetland-6-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_3ca0b6f165f54263b697ea61ba1ffcbdmv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio dark artist florabed,2
missing,0.480,WIO Terra Artist Florabed 3kg,33.31,36.64,24.98,27.48,https://daluawholesale.com.au/product/wio-terra-artist-florabed-3kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_e3b5640610df4d22a1140bb3ed857778mv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio terra artist florabed,2
missing,0.522,WIO Terra Artist Florabed *Fine* 1.5kg,19.99,21.99,14.99,16.49,https://daluawholesale.com.au/product/wio-terra-artist-florabed-fine-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/terra-fine-soil.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio terra artist florabed fine,2
missing,0.507,WIO Terra Artist Florabed 1.5kg,18.17,19.99,13.63,14.99,https://daluawholesale.com.au/product/wio-terra-artist-florabed-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_e3b5640610df4d22a1140bb3ed857778mv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio terra artist florabed,2
missing,0.514,WIO Dark Artist Florabed *Fine* 1.5kg,19.99,21.99,14.99,16.49,https://daluawholesale.com.au/product/wio-dark-artist-florabed-fine-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/dark-fine-soil.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio dark artist florabed fine,1
missing,0.545,WIO Sticky Soil,36.38,40.02,,,https://daluawholesale.com.au/product/wio-sticky-soil/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_a1fdd1a10fef481b8fbc03c887486c8amv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio sticky soil,1
missing,0.500,WIO Insula Pad M,27.27,30.00,20.45,22.50,https://daluawholesale.com.au/product/wio-insula-pad-m/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_df32a7ad3836467c919e79e9c0f7e0d5mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio insula pad m,1
missing,0.444,WIO Insula Pad S,24.24,26.66,18.18,20.00,https://daluawholesale.com.au/product/wio-insula-pad-s/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_df32a7ad3836467c919e79e9c0f7e0d5mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio insula pad s,1
missing,0.439,WIO Insula Pad XS,21.20,23.32,15.90,17.49,https://daluawholesale.com.au/product/wio-insula-pad-xs/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_df32a7ad3836467c919e79e9c0f7e0d5mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio insula pad xs,1
missing,0.516,WIO Black Allure Riverbed 2kg,24.24,26.66,18.18,20.00,https://daluawholesale.com.au/product/wio-black-allure-riverbed-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_f84a4f2da98e4f05b14d74f24d54f4b5mv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio allure riverbed,2
missing,0.492,WIO Midnight Veil Riverbed 3kg,46.64,51.30,34.98,38.48,https://daluawholesale.com.au/product/wio-midnight-veil-riverbed-3kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_ee4d980ea8d045cfa1947c3302052cfbmv2-1.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio midnight veil riverbed,2
missing,0.490,WIO Red Dusk Riverbed 3kg,46.64,51.30,34.98,38.48,https://daluawholesale.com.au/product/wio-red-dusk-riverbed-3kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_6556c9e0198148c595a4dc658eb5513cmv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio dusk riverbed,2
missing,0.500,WIO Golden Hour Riverbed 5kg,46.64,51.30,34.98,38.48,https://daluawholesale.com.au/product/wio-golden-hour-riverbed-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/wio_riverbeds_elderly_detail.png,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio golden hour riverbed,2
missing,0.510,WIO Red Dusk Riverbed 1.5kg,24.24,26.66,18.18,20.00,https://daluawholesale.com.au/product/wio-red-dusk-riverbed-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_6556c9e0198148c595a4dc658eb5513cmv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio dusk riverbed,2
missing,0.491,WIO Beck Riverbed 2kg,25.39,27.93,15.00,16.50,https://daluawholesale.com.au/product/wio-beck-riverbed-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_4e020bb5f532490ca61a0a00b0a9202fmv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio beck riverbed,1
missing,0.500,WIO Jade Bliss River Bed 2kg,24.24,26.66,18.18,20.00,https://daluawholesale.com.au/product/wio-jade-bliss-river-bed-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_f84a4f2da98e4f05b14d74f24d54f4b5mv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio jade bliss river bed,2
missing,0.800,WIO Silver Shadow Gravel 2kg,15.75,17.33,11.81,12.99,https://daluawholesale.com.au/product/wio-silver-shadow-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_ee4d980ea8d045cfa1947c3302052cfbmv2-1.webp,WIO Silver Shadow Nano Stone 2kg,https://nanotanksaustralia.com.au/products/wio-silver-shadow-nano-stone-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio silver shadow gravel,
missing,0.610,WIO Black Venom Gravel 2kg,15.75,17.33,11.81,12.99,https://daluawholesale.com.au/product/wio-black-venom-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_bf43ab151bf546fa8da2891a4613c629mv2.webp,UP AQUA BLACK AQUARIUM GRAVEL 5KG,https://nanotanksaustralia.com.au/products/up-aqua-black-aquarium-gravel-5kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio venom gravel,
missing,0.609,WIO Inferno Gravel 2kg,15.75,17.33,11.81,12.99,https://daluawholesale.com.au/product/wio-inferno-gravel-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_93be821cd4984056ae97564f58c4effamv2.webp,WIO Titan Nano Rocks 2kg,https://nanotanksaustralia.com.au/products/wio-titan-nano-rocks-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio inferno gravel,
missing,0.564,WIO Bumblebee Gravel 2kg,15.75,17.33,11.81,12.99,https://daluawholesale.com.au/product/wio-bumblebee-gravel-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_82097687758b43d99ed158f22178afe4mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio bumblebee gravel,1
missing,0.600,WIO Sable Gravel 2kg,15.75,17.33,11.81,12.99,https://daluawholesale.com.au/product/wio-sable-gravel-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_171d2942d0154c2bb08be61e4098d2dbmv2.webp,Aquael Basalt Gravel 2-4mm 2kg,https://nanotanksaustralia.com.au/products/aquael-basalt-gravel-2-4mm-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio sable gravel,
missing,0.560,WIO White Adder Gravel 2kg,15.75,17.33,11.81,12.99,https://daluawholesale.com.au/product/wio-white-adder-gravel-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_99020cf3be744e65aa4091e45303d086mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio adder gravel,1
missing,0.549,WIO Stream Gravel 2kg,15.75,17.33,11.81,12.99,https://daluawholesale.com.au/product/wio-stream-gravel-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_67014b8f285f4940885e78dc9ee5edf1mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio stream gravel,1
missing,0.558,WIO Noir Gravel 2kg,15.75,17.33,11.81,12.99,https://daluawholesale.com.au/product/wio-noir-gravel-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_0056333e8d3847c7b6d93753ea84fb2amv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio noir gravel,1
missing,0.564,WIO Heaven Sand 5kg,26.64,29.30,19.98,21.98,https://daluawholesale.com.au/product/wio-heaven-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_0e96b9f0750946fbb5f84a5d087a3af6mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio heaven sand,1
missing,0.542,WIO Vik Iceland Sand 5kg,26.64,29.30,19.98,21.98,https://daluawholesale.com.au/product/wio-vik-iceland-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_f9a1bb24e78b48f0b3943894d1a647ebmv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio vik iceland sand,2
missing,0.531,WIO Tigris Sand 5kg,26.64,29.30,19.98,21.98,https://daluawholesale.com.au/product/wio-tigris-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_af4459be5a154acca2eb9262355c3f16mv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio tigris sand,2
missing,0.564,WIO Canyon Sand 5kg,26.64,29.30,19.98,21.98,https://daluawholesale.com.au/product/wio-canyon-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_e721d7b3d6294993baf2d9bdc072915amv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio canyon sand,1
missing,0.550,WIO Emerald Sand 5kg,26.64,29.30,19.98,21.98,https://daluawholesale.com.au/product/wio-emerald-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_fb8219dee0bf4aa4a898a01fe874d323mv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio emerald sand,2
missing,0.537,WIO Cimarron Sand 5kg,26.64,29.30,19.98,21.98,https://daluawholesale.com.au/product/wio-cimarron-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_bfdd147a31f74d7ea088cd8b69722904mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio cimarron sand,1
missing,0.529,WIO Rocket Sand 5kg,26.64,29.30,19.98,21.98,https://daluawholesale.com.au/product/wio-rocket-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_b44ac5f2d430446494c0c2db88d209fbmv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio rocket sand,1
missing,0.577,WIO El Dorado Sand 5kg,26.64,29.30,19.98,21.98,https://daluawholesale.com.au/product/wio-el-dorado-sand-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_0da65bbc15e345eaa13ebcc7ff9e0546mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio el dorado sand,1
missing,0.688,WIO Bumblebee 5kg,26.64,29.30,19.98,21.98,https://daluawholesale.com.au/product/wio-bumble-bee-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_e919e213da1f4e029006c94536e2bb8bmv2.webp,Bumblebee Guppy,https://nanotanksaustralia.com.au/products/bumblebee-guppy,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio bumblebee,
missing,0.636,WIO Inferno Sand 2kg,15.13,16.64,11.35,12.49,https://daluawholesale.com.au/product/wio-inferno-sand-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_e546994897c24b0e88b9c958e541a5a1mv2.webp,WIO Titan Nano Rocks 2kg,https://nanotanksaustralia.com.au/products/wio-titan-nano-rocks-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio inferno sand,
missing,0.595,WIO Bumblebee Sand 2kg,15.13,16.64,11.35,12.49,https://daluawholesale.com.au/product/wio-bumble-bee-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_e919e213da1f4e029006c94536e2bb8bmv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio bumblebee sand,1
missing,0.615,WIO El Dorado Sand 2kg,13.29,14.62,9.97,10.97,https://daluawholesale.com.au/product/wio-el-dorado-sand-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_0da65bbc15e345eaa13ebcc7ff9e0546mv2.webp,WIO Grey Fossil Nano Stone 2kg,https://nanotanksaustralia.com.au/products/wio-grey-fossil-nano-stone-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio el dorado sand,
missing,0.605,WIO Rocket Sand 2kg,15.13,16.64,11.35,12.49,https://daluawholesale.com.au/product/wio-rocket-sand-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_b44ac5f2d430446494c0c2db88d209fbmv2.webp,WIO Titan Nano Rocks 2kg,https://nanotanksaustralia.com.au/products/wio-titan-nano-rocks-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio rocket sand,
missing,0.542,WIO Hyams Sand 2kg,15.13,16.64,11.35,12.49,https://daluawholesale.com.au/product/wio-hyams-sand-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_cd81e756e04d42d383f8e3fda65e44c4mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio hyams sand,1
missing,0.538,WIO Emerald Sand 2kg,15.13,16.64,11.35,12.49,https://daluawholesale.com.au/product/wio-emerald-sand-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_fb8219dee0bf4aa4a898a01fe874d323mv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio emerald sand,2
missing,0.605,WIO Canyon Sand 2kg,15.13,16.64,11.35,12.49,https://daluawholesale.com.au/product/wio-canyon-sand-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_e721d7b3d6294993baf2d9bdc072915amv2.webp,WIO Titan Nano Rocks 2kg,https://nanotanksaustralia.com.au/products/wio-titan-nano-rocks-2kg,,,,duplicate_review,low-confidence Shopify match exists — resolve before creation,wio canyon sand,
missing,0.571,WIO Tigris Sand 2kg,15.13,16.64,11.35,12.49,https://daluawholesale.com.au/product/wio-tigris-sand-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_af4459be5a154acca2eb9262355c3f16mv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio tigris sand,2
missing,0.583,WIO Vik Iceland Sand 2kg,15.13,16.64,11.35,12.49,https://daluawholesale.com.au/product/wio-vik-iceland-sand-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_f9a1bb24e78b48f0b3943894d1a647ebmv2.webp,,,,,,variant_group_review,multiple DALUA rows may belong as Shopify variants,wio vik iceland sand,2
